species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Liver,Fetal liver,,Normal,Normal cell,Mesenchymal cell,CL_0008019,PDGFRA,PDGFRA
Human,Liver,Fetal liver,,Normal,Normal cell,Mesenchymal cell,CL_0008019,COL1A1,COL1A1
