species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Liver,Liver,UBERON_0002107,Normal,Normal cell,Cancer-associated fibroblast,,COL1A1,COL1A1
Human,Liver,Liver,UBERON_0002107,Normal,Normal cell,Cancer-associated fibroblast,,SFRP4,SFRP4
Human,Liver,Liver,UBERON_0002107,Normal,Normal cell,Cancer-associated fibroblast,,FBLN1,FBLN1
Human,Liver,Liver,UBERON_0002107,Normal,Normal cell,Cancer-associated fibroblast,,DCN,DCN
Human,Liver,Liver,UBERON_0002107,Normal,Normal cell,Cancer-associated fibroblast,,LUM,LUM
