broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Neural cell,progenitor,SHTN1,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,TPX2,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,PBK,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,NUF2,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,ASPM,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,ORC6,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,SGOL1,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,KPNA2,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,HSPB1,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,MCM7,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,PRC1,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,CENPW,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,KIF22,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,BIRC5,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,HJURP,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,SOX3,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,CENPM,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,NDC80,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,MCM4,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,TOP2A,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,CCNA2,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,HIST1H4C,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,CCNB1,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,KIF23,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,KIAA0101,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,FAM60A,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,RRM2,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,RPS27L,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,HELLS,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,DLGAP5,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,GMNN,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,C21orf58,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,SNRPB,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,DHFR,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,RNASEH2A,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,TMPO,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,CNTLN,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,BUB3,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,ANP32E,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,CDCA7,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,RRM1,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,EMX2,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,C19orf48,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,PAX6,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,MCM6,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,KNSTRN,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,ATAD2,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,MIS18BP1,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,SMC4,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,KIF11,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,CKAP2,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,KIF2C,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,HES1,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,RPA3,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,ZWINT,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,SPAG5,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,DTYMK,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,ID4,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
Neural cell,progenitor,PAICS,Human,Embryo,Embryonic prefrontal cortex,Normal,Normal cell,Neural progenitor cell
