broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Epithelial cell,,PIEZO2,Human,Embryo,Vein,Normal,Normal cell,Epithelial cell
Epithelial cell,,COL13A1,Human,Embryo,Vein,Normal,Normal cell,Epithelial cell
Epithelial cell,,ICAM1,Human,Embryo,Vein,Normal,Normal cell,Epithelial cell
Epithelial cell,,NRP2,Human,Embryo,Vein,Normal,Normal cell,Epithelial cell
Epithelial cell,,LRP5,Human,Embryo,Vein,Normal,Normal cell,Epithelial cell
Epithelial cell,,PCDH17,Human,Embryo,Vein,Normal,Normal cell,Epithelial cell
Epithelial cell,,APLNR,Human,Embryo,Vein,Normal,Normal cell,Epithelial cell
Epithelial cell,,FLRT2,Human,Embryo,Vein,Normal,Normal cell,Epithelial cell
Epithelial cell,,ITGA8,Human,Embryo,Vein,Normal,Normal cell,Epithelial cell
Epithelial cell,,GYPC,Human,Embryo,Vein,Normal,Normal cell,Epithelial cell
