broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Stromal cell,,CD13,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CD90,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CD105,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CD10,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CD29,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CD45,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CD73,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CD44,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CD49a,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CD166,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CD34,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CD146,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,STRO-1,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CD271,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CD3D,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,APOE,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,CXCL12,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,JUNB,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,ANPEP,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,THY1,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,MME,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,ITGB1,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,PTPRC,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,NT5E,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,ITGA1,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,ALCAM,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,MCAM,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
Stromal cell,,NGFR,Human,Bone marrow,Bone marrow,Normal,Normal cell,Stromal cell
