broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Progenitor cell,,BAALC,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
Progenitor cell,,CD34,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
Progenitor cell,,CD133,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
Progenitor cell,,CD117,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
Progenitor cell,,CD38,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
Progenitor cell,,CD49d,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
Progenitor cell,,CD10-CD45RA-Flt3-CD71,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
Progenitor cell,,CD10-CD45RA-Flt3,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
Progenitor cell,,Sox2,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
Progenitor cell,,Hes5,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
Progenitor cell,,IRF7,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
Progenitor cell,,IRF8,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
Progenitor cell,,PROM1,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
Progenitor cell,,KIT,Human,Bone marrow,Bone marrow,Normal,Normal cell,Progenitor cell
