broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Neutrophil,,S100A8,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,IFITM2,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,STAT1,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,PI3,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,SLAMF6,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,GBP4,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,TAGAP,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,IRF1,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,TNFSF13B,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,GBP1,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,TAP1,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,IFIT3,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,GBP5,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,DUSP2,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
Neutrophil,,CXCL8,Human,Bone marrow,Bone marrow,Lung Adenocarcinoma,Cancer cell,Neutrophil
