broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Caudal ganglionic eminence cell,,NR2F2,Human,Brain,Caudal ganglionic eminence,Normal,Normal cell,Caudal ganglionic eminence cell
Caudal ganglionic eminence cell,,NR2F1,Human,Brain,Caudal ganglionic eminence,Normal,Normal cell,Caudal ganglionic eminence cell
