broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Endothelial cell,,von Willebrand factor,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,CD31,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,CD106,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,VE-cadherin,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,FLT1,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,A2M,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,TM4SF1,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,APOLD1,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,CDH5,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,OCLN,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,IFITM,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,ABCG2,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,ABCB1,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,ICAM1,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,VCAM1,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,ABCC1,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,ITM2A,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,CLDN5,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,ADGRL4,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,CD34,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,CLEC14A,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,VWF,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,VTN,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,PECAM1,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,ERG,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,DCN,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,PK-6102,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,lectin,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,Foxp1,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,Lef1,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,GFRB,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,MCL1,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,ETS1,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
Endothelial cell,,PRKCH,Human,Brain,Brain,Normal,Normal cell,Endothelial cell
