broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Neural progenitor cell,Neural,DCX,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,Neural,PSA-NCAM,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,Neural,NeuroD,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,Neural,MAP2,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,Progenitor,SOX2,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,Progenitor,Nestin,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,Progenitor,PAX6,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,Progenitor,MKI67,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,Progenitor,TOP2A,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,Progenitor,CENPF,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,Progenitor,UBE2C,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,GPR56,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,GFAPdelta,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,CD271,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,SLITRK6,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,KSCNS3,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,NGFR,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,NESTIN,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,HES5,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,SOX1,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,OLIG2,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,GFAP,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,Sox2,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,MSI1,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
Neural progenitor cell,,ADGRG1,Human,Brain,Brain,Normal,Normal cell,Neural progenitor cell
