broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Proximal tubular cell,Proximal,Aqp8,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Proximal tubular cell,Proximal,Slc34a1,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Proximal tubular cell,Proximal,Lrp2,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Proximal tubular cell,Tubular,Slc9a3,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Proximal tubular cell,Tubular,Ppara,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Proximal tubular cell,Tubular,Pck1,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Proximal tubular cell,,Acsm1,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Proximal tubular cell,,Hnf4a,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Proximal tubular cell,,Acsm2,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Proximal tubular cell,,Cpt1a,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Proximal tubular cell,,Acox3,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Proximal tubular cell,,Hrsp12,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Proximal tubular cell,,Hxyd2,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Proximal tubular cell,,Glud1,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
