broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Collecting duct & Ureteric Bud cell,,RET,Human,Kidney,Fetal kidney,Normal,Normal cell,Collecting duct & Ureteric Bud cell
Collecting duct & Ureteric Bud cell,,CAPS,Human,Kidney,Fetal kidney,Normal,Normal cell,Collecting duct & Ureteric Bud cell
Collecting duct & Ureteric Bud cell,,PHLDA2,Human,Kidney,Fetal kidney,Normal,Normal cell,Collecting duct & Ureteric Bud cell
Collecting duct & Ureteric Bud cell,,CALB1,Human,Kidney,Fetal kidney,Normal,Normal cell,Collecting duct & Ureteric Bud cell
Collecting duct & Ureteric Bud cell,,KRT18,Human,Kidney,Fetal kidney,Normal,Normal cell,Collecting duct & Ureteric Bud cell
Collecting duct & Ureteric Bud cell,,ADH1C,Human,Kidney,Fetal kidney,Normal,Normal cell,Collecting duct & Ureteric Bud cell
Collecting duct & Ureteric Bud cell,,KRT8,Human,Kidney,Fetal kidney,Normal,Normal cell,Collecting duct & Ureteric Bud cell
Collecting duct & Ureteric Bud cell,,GATA2,Human,Kidney,Fetal kidney,Normal,Normal cell,Collecting duct & Ureteric Bud cell
Collecting duct & Ureteric Bud cell,,AQP2,Human,Kidney,Fetal kidney,Normal,Normal cell,Collecting duct & Ureteric Bud cell
Collecting duct & Ureteric Bud cell,,ELF5,Human,Kidney,Fetal kidney,Normal,Normal cell,Collecting duct & Ureteric Bud cell
