species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Intestine,Intestine,UBERON_0000160,Normal,Normal cell,T cell,CL_0000084,CD3,
Human,Intestine,Intestine,UBERON_0000160,Normal,Normal cell,T cell,CL_0000084,CD3G,CD3G
Human,Intestine,Intestine,UBERON_0000160,Normal,Normal cell,T cell,CL_0000084,CD3E,CD3E
Human,Intestine,Intestine,UBERON_0000160,Normal,Normal cell,T cell,CL_0000084,CD3D,CD3D
Human,Intestine,Intestine,UBERON_0000160,Normal,Normal cell,T cell,CL_0000084,CD3,
Human,Intestine,Intestine,UBERON_0000160,Normal,Normal cell,T cell,CL_0000084,CD3G,CD3G
Human,Intestine,Intestine,UBERON_0000160,Normal,Normal cell,T cell,CL_0000084,CD3E,CD3E
Human,Intestine,Intestine,UBERON_0000160,Normal,Normal cell,T cell,CL_0000084,CD3D,CD3D
Human,Intestine,Intestine,UBERON_0000160,Normal,Normal cell,T cell,CL_0000084,CD45,PTPRC
Human,Intestine,Intestine,UBERON_0000160,Normal,Normal cell,T cell,CL_0000084,CD3,
