species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,SLX4IP,SLX4IP
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,CENPQ,CENPQ
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,GJC2,GJC2
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,ECE1,ECE1
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,ZFP41,ZFP41
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,MTOR,MTOR
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,UBE2S,UBE2S
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,ZNF143,ZNF143
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,KIAA1586,KIAA1586
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,POMT2,POMT2
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,KLHL11,KLHL11
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,SUPT7L,SUPT7L
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,C8orf4,TCIM
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,ZFAND1,ZFAND1
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,LGSN,LGSN
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,RPE,RPE
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,C7orf26,
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,DTX3L,DTX3L
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,SGK1,SGK1
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,PWWP2B,PWWP2B
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,SNX7,SNX7
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,MAML2,MAML2
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,LRRC57,LRRC57
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,UBE2D1,UBE2D1
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,H2AFX,H2AX
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,CDC45,CDC45
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,PTP4A3,PTP4A3
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,ZNF354C,ZNF354C
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,SLC25A38,SLC25A38
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,GPT2,GPT2
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,MTA1,MTA1
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,PROM1,PROM1
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,CASP3,CASP3
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,TBC1D15,TBC1D15
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,PPIH,PPIH
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,TRAF4,TRAF4
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,PLK4,PLK4
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,PITPNM2,PITPNM2
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,NUDT8,NUDT8
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,SCARF2,SCARF2
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,ANKRD37,ANKRD37
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,PLD1,PLD1
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,FAM229A,FAM229A
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,C2CD2,C2CD2
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,DDX31,DDX31
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,DNAL4,DNAL4
Human,Stomach,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,ZNF571,ZNF571
