broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Immune cell,,CD45,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,CD8,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,CD4,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,CD68,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,S100A4,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,PTPRC,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,CD247,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,MSR1,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,NCAM1,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,CPA3,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,GNLY,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,VCAN,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,PPARG,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,CD74,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,KIT,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,MKI67,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,CD8A,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,MZB1,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,MS4A1,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,IRF8,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,IL7R,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,BLK,Human,Lung,Lung,Normal,Normal cell,Immune cell
Immune cell,,C1gb,Human,Lung,Lung,Normal,Normal cell,Immune cell
