broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Macrophage,,LYZ,Human,Lung,Bronchoalveolar system,Normal,Normal cell,Macrophage
Macrophage,,CD68,Human,Lung,Bronchoalveolar system,Normal,Normal cell,Macrophage
