broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Stem cell,Cancer,CD133,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,Cancer,CD44,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,Cancer,ALDH1,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,Cancer,ALDH1A1,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,Cancer,ABCB1,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,Cancer,CD49f,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,Cancer,CD24,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,Cancer,CD90,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,Cancer,PROM1,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,Cancer,ITGA6,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,Cancer,THY1,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,,ALDH,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,,Beta-catenin,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,,Nestin,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,,NANOG,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,,OCT4,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,,SOX2,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,,Nanog,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
Stem cell,,POU5F1,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Cancer stem cell
