broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Endothelial cell,,CD31,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
Endothelial cell,,VWF,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
Endothelial cell,,CD105,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
Endothelial cell,,CD34,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
Endothelial cell,,CD144,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
Endothelial cell,,claudin-1,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
Endothelial cell,,E-cadherin,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
Endothelial cell,,ZO-1,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
Endothelial cell,,PECAM1,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
Endothelial cell,,CLDN5,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
Endothelial cell,,RAMP2,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
Endothelial cell,,CDH5,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
Endothelial cell,,CLDN7,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
Endothelial cell,,TJP1,Human,Lung,Lung,Lung Adenocarcinoma,Cancer cell,Endothelial cell
