broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,CD4+,CD3D,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,CD4+,CD3E,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,CD4+,CD3G,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,CD4+,CD2,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,CD4+,TRAC,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,CD4+,TRBC2,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,CD4+,IL7R,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,CD4+,LEF1,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,CD4+,TCF7,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,AAK1,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,RPL34,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,FYB,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,LTB,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,RPS6,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,LDHB,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,NBEAL1,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,RPL9,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,EIF3E,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,GIMAP7,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,NOSIP,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,RPL7,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,RPS3A,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,RPL30,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
T cell,,FYB1,Human,Stomach,Stomach,Gastric cancer,Cancer cell,CD4+ T cell
