broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Delta cell,,Somatostatin,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,LEDGF,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,ETV1,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,LCORL,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,PRBP,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,NEC1,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,RGS2,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,ISL1,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,CHE1,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,PRG4,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,SHARP1,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,SFRP3,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,PDLIM4,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,POU3F1,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,HER4,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,LEPR,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,GABRG2,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,ESE3B,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,SST,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,PPY,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,PSIP1,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,PCSK1,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,BCHE,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,BHLHE41,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,FRZB,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,ERBB4,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
Delta cell,,EHF,Human,Pancreas,Pancreas,Normal,Normal cell,Delta cell
