broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
B cell,,CD20,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,CD21,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,CD19,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,CD23,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,CD32,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,CD80,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,BOB-1,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,PAX5,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,OCT2,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,IgM,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,CD27,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,MS4A1,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,CR2,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,FCER2,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,FCGR2A,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
B cell,,SLC22A2,Human,Lymph node,Lymph node,Normal,Normal cell,B cell
