broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,Exhausted,PD-1,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Exhausted,LAG-3,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Exhausted,TIM-3,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Exhausted,TIGIT,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Exhausted,CD160,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Exhausted,CD244,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Exhausted,PD-L1,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Exhausted,HAVCR2,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Exhausted,VSIR,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Exhausted,TOX,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Exhausted,TOX2,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Exhausted,TOX3,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Exhausted,TOX4,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,ZEB2,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,EOMES,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,PRDM1,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,NFATC1,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,NFATC2,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,NFATC3,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,BHLHE40,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,SIRT1,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,CERS6,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,IRF7,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,PTGER2,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,PTGER4,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,TNFR1,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,TNFR2,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,TNFRSF1A,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,TNFRSF1B,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,Helios,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
T cell,Tex,KI-67,Human,Intestine,Intestine,Colorectal Cancer,Cancer cell,Exhausted T(Tex) cell
