species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Embryo,Embryo,UBERON_0000922,Normal,Normal cell,Inner cell mass cell,CL_2000020,GDF3,GDF3
Human,Embryo,Embryo,UBERON_0000922,Normal,Normal cell,Inner cell mass cell,CL_2000020,CUBN,CUBN
Human,Embryo,Embryo,UBERON_0000922,Normal,Normal cell,Inner cell mass cell,CL_2000020,IGF1,IGF1
