broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Natural killer cell,,CD8,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,CD56,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,GZMB,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,CCL5,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,FASLG,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,GZMA,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,IL15,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,XCL1,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,FLT3LG,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,XCL2,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,CD3G,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,CD8A,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,CD8B,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,CD3D,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,CD4,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,CD45,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,CD45RA,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,NCAM1,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
Natural killer cell,,PTPRC,Human,Skin,Skin,Melanoma,Cancer cell,Natural killer cell
