broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,Exhausted,LAG3,Human,Skin,Skin,Normal,Normal cell,Exhausted T(Tex) cell
T cell,Exhausted,PDCD1,Human,Skin,Skin,Normal,Normal cell,Exhausted T(Tex) cell
T cell,Exhausted,CTLA4,Human,Skin,Skin,Normal,Normal cell,Exhausted T(Tex) cell
T cell,Exhausted,HAVCR2,Human,Skin,Skin,Normal,Normal cell,Exhausted T(Tex) cell
T cell,Exhausted,HAVCR1,Human,Skin,Skin,Normal,Normal cell,Exhausted T(Tex) cell
T cell,,CD8A,Human,Skin,Skin,Normal,Normal cell,Exhausted T(Tex) cell
T cell,,CD8B,Human,Skin,Skin,Normal,Normal cell,Exhausted T(Tex) cell
T cell,,KIR3DL1,Human,Skin,Skin,Normal,Normal cell,Exhausted T(Tex) cell
T cell,,CD3E,Human,Skin,Skin,Normal,Normal cell,Exhausted T(Tex) cell
T cell,,CD4,Human,Skin,Skin,Normal,Normal cell,Exhausted T(Tex) cell
T cell,,CD2,Human,Skin,Skin,Normal,Normal cell,Exhausted T(Tex) cell
T cell,,BTLA,Human,Skin,Skin,Normal,Normal cell,Exhausted T(Tex) cell
T cell,,ADORA2A,Human,Skin,Skin,Normal,Normal cell,Exhausted T(Tex) cell
