broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Basal cell,,CDH3,Human,Skin,Skin,Normal,Normal cell,Basal cell
Basal cell,,KRT2,Human,Skin,Skin,Normal,Normal cell,Basal cell
Basal cell,,TGM3,Human,Skin,Skin,Normal,Normal cell,Basal cell
Basal cell,,DSC1,Human,Skin,Skin,Normal,Normal cell,Basal cell
Basal cell,,KRT14,Human,Skin,Skin,Normal,Normal cell,Basal cell
Basal cell,,IVL,Human,Skin,Skin,Normal,Normal cell,Basal cell
Basal cell,,KRT5,Human,Skin,Skin,Normal,Normal cell,Basal cell
