species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Uterus,Ectocervix,UBERON_0012249,Normal,Normal cell,CD8+ T cell,CL_0000625,CD3D,CD3D
Human,Uterus,Ectocervix,UBERON_0012249,Normal,Normal cell,CD8+ T cell,CL_0000625,CD8A,CD8A
