species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Uterus,Uterus,UBERON_0000995,Normal,Normal cell,CD8+ T cell,CL_0000625,MYOM2,MYOM2
Human,Uterus,Uterus,UBERON_0000995,Normal,Normal cell,CD8+ T cell,CL_0000625,FGFBP2,FGFBP2
