broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Epithelial cell,,CLDN1,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,CDH1,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,CFTR,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,DSP,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,ZO1,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,CK18,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,CTNNB1,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,GJB3,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,CX26,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,β-catenin,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,E-cadherin,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,CX43,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,occludin,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,GJB2,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
Epithelial cell,,GJA1,Human,Trachea,Bronchiole,Normal,Normal cell,Epithelial cell
