broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Epithelial cell,,BST2,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,TM4SF1,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,CDH5,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,CLEC14A,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,CDX2,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,GJA5,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,TMEM100,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,CD99,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,KCNK17,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,TSPAN7,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,PECAM1,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,KDR,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,GJA4,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,ADGRG6,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,DLL4,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,PLVAP,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,NRP2,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,RAMP2,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
Epithelial cell,,UNC5B,Human,Embryo,Transformed artery,Normal,Normal cell,Epithelial cell
